,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,average over all parts
1,-0.1949995756149292,-0.1949995756149292,-0.18785250186920166,-0.2228931188583374,-0.18785250186920166,-0.2228931188583374,-0.19783782958984375,-0.19783782958984375,-0.18733882904052734,-0.18733882904052734,-0.1813110113143921,-0.1813110113143921,-0.1863400936126709,-0.1863400936126709,-0.1793304681777954,-0.1793304681777954,-0.18537628650665283,-0.18537628650665283,-0.1861194372177124,-0.1861194372177124,-0.18885183334350586,-0.18885183334350586,-0.1873399019241333,-0.1873399019241333,-0.18905901908874512,-0.18905901908874512,-0.1743544340133667,-0.1743544340133667,-0.16619539260864258,-0.16619539260864258,-0.18833935260772705,-0.18833935260772705,-0.19951589902242026,-0.19951589902242026,-0.19951589902242026,-0.18270349502563477,-0.18270349502563477,-0.19875919818878174,-0.19875919818878174,-0.2005152702331543,-0.2005152702331543,-0.19828391075134277,-0.19828391075134277,-0.18599951267242432,-0.18599951267242432,-0.2168264389038086,-0.2168264389038086,-0.18928170204162598,-0.18928170204162598,-0.19082377394851374
2,-0.4626779556274414,-0.4626779556274414,-0.4146866798400879,-0.42467010021209717,-0.4146866798400879,-0.42467010021209717,-0.41255247592926025,-0.41255247592926025,-0.4430727958679199,-0.4430727958679199,-0.4232276678085327,-0.4232276678085327,-0.42485833168029785,-0.42485833168029785,-0.4314999580383301,-0.4314999580383301,-0.4344515800476074,-0.4344515800476074,-0.442022442817688,-0.442022442817688,-0.45897841453552246,-0.45897841453552246,-0.491305947303772,-0.491305947303772,-0.450408935546875,-0.450408935546875,-0.42985641956329346,-0.42985641956329346,-0.4171360731124878,-0.4171360731124878,-0.4643746614456177,-0.4643746614456177,-0.4613097508748372,-0.4613097508748372,-0.4613097508748372,-0.4559760093688965,-0.4559760093688965,-0.4544633626937866,-0.4544633626937866,-0.47722363471984863,-0.47722363471984863,-0.44289398193359375,-0.44289398193359375,-0.4766397476196289,-0.4766397476196289,-0.4516080617904663,-0.4516080617904663,-0.46466898918151855,-0.46466898918151855,-0.44658036134680923
3,-0.21525788307189941,-0.21525788307189941,-0.2053999900817871,-0.24029409885406494,-0.2053999900817871,-0.24029409885406494,-0.20633137226104736,-0.20633137226104736,-0.23594725131988525,-0.23594725131988525,-0.21213781833648682,-0.21213781833648682,-0.2050267457962036,-0.2050267457962036,-0.21741199493408203,-0.21741199493408203,-0.2090466022491455,-0.2090466022491455,-0.21782684326171875,-0.21782684326171875,-0.1919994354248047,-0.1919994354248047,-0.21050751209259033,-0.21050751209259033,-0.2051539421081543,-0.2051539421081543,-0.18841886520385742,-0.18841886520385742,-0.18747246265411377,-0.18747246265411377,-0.19998276233673096,-0.19998276233673096,-0.20698444048563638,-0.20698444048563638,-0.20698444048563638,-0.20529747009277344,-0.20529747009277344,-0.1951678991317749,-0.1951678991317749,-0.1933302879333496,-0.1933302879333496,-0.19700002670288086,-0.19700002670288086,-0.21845626831054688,-0.21845626831054688,-0.19682073593139648,-0.19682073593139648,-0.20932769775390625,-0.20932769775390625,-0.2071058214927206
4,-0.4411579370498657,-0.4411579370498657,-0.4557706117630005,-0.4417593479156494,-0.4557706117630005,-0.4417593479156494,-0.4403012990951538,-0.4403012990951538,-0.4606729745864868,-0.4606729745864868,-0.4749513864517212,-0.4749513864517212,-0.42598795890808105,-0.42598795890808105,-0.4547010660171509,-0.4547010660171509,-0.45283472537994385,-0.45283472537994385,-0.44985342025756836,-0.44985342025756836,-0.4515339136123657,-0.4515339136123657,-0.4560002088546753,-0.4560002088546753,-0.4354524612426758,-0.4354524612426758,-0.4265434741973877,-0.4265434741973877,-0.4203813076019287,-0.4203813076019287,-0.4338655471801758,-0.4338655471801758,-0.4451340039571126,-0.4451340039571126,-0.4451340039571126,-0.42630457878112793,-0.42630457878112793,-0.4614109992980957,-0.4614109992980957,-0.44088470935821533,-0.44088470935821533,-0.44645023345947266,-0.44645023345947266,-0.43500030040740967,-0.43500030040740967,-0.430172324180603,-0.430172324180603,-0.46044349670410156,-0.46044349670410156,-0.44449531788728674
5,-0.20535755157470703,-0.20535755157470703,-0.2146892547607422,-0.20635950565338135,-0.2146892547607422,-0.20635950565338135,-0.21751034259796143,-0.21751034259796143,-0.19943296909332275,-0.19943296909332275,-0.20400071144104004,-0.20400071144104004,-0.20892643928527832,-0.20892643928527832,-0.2069997787475586,-0.2069997787475586,-0.2035071849822998,-0.2035071849822998,-0.20367717742919922,-0.20367717742919922,-0.21485841274261475,-0.21485841274261475,-0.20299780368804932,-0.20299780368804932,-0.21436405181884766,-0.21436405181884766,-0.1749962568283081,-0.1749962568283081,-0.17599964141845703,-0.17599964141845703,-0.21059894561767578,-0.21059894561767578,-0.20079636573791504,-0.20079636573791504,-0.20079636573791504,-0.19700002670288086,-0.19700002670288086,-0.20610308647155762,-0.20610308647155762,-0.20949327945709229,-0.20949327945709229,-0.2045001983642578,-0.2045001983642578,-0.20950663089752197,-0.20950663089752197,-0.191963791847229,-0.191963791847229,-0.19500017166137695,-0.19500017166137695,-0.2032260310893156
6,-0.48251843452453613,-0.48251843452453613,-0.44664466381073,-0.4556465148925781,-0.44664466381073,-0.4556465148925781,-0.4279366731643677,-0.4279366731643677,-0.45063304901123047,-0.45063304901123047,-0.45609259605407715,-0.45609259605407715,-0.45025086402893066,-0.45025086402893066,-0.45848655700683594,-0.45848655700683594,-0.44399988651275635,-0.44399988651275635,-0.4790254831314087,-0.4790254831314087,-0.44263410568237305,-0.44263410568237305,-0.46349918842315674,-0.46349918842315674,-0.442455530166626,-0.442455530166626,-0.42551279067993164,-0.42551279067993164,-0.4435594081878662,-0.4435594081878662,-0.4669989347457886,-0.4669989347457886,-0.4393259684244792,-0.4393259684244792,-0.4393259684244792,-0.43772268295288086,-0.43772268295288086,-0.44513702392578125,-0.44513702392578125,-0.45680034160614014,-0.45680034160614014,-0.43787503242492676,-0.43787503242492676,-0.451499342918396,-0.451499342918396,-0.4425619840621948,-0.4425619840621948,-0.448253870010376,-0.448253870010376,-0.4495809759412493
7,-0.2138437032699585,-0.2138437032699585,-0.21069371700286865,-0.20195770263671875,-0.21069371700286865,-0.20195770263671875,-0.20600199699401855,-0.20600199699401855,-0.20689547061920166,-0.20689547061920166,-0.21669304370880127,-0.21669304370880127,-0.207999587059021,-0.207999587059021,-0.19249987602233887,-0.19249987602233887,-0.2155236005783081,-0.2155236005783081,-0.20750081539154053,-0.20750081539154053,-0.2099989652633667,-0.2099989652633667,-0.1999988555908203,-0.1999988555908203,-0.208624005317688,-0.208624005317688,-0.19262957572937012,-0.19262957572937012,-0.19086790084838867,-0.19086790084838867,-0.2253514528274536,-0.2253514528274536,-0.20151432355244955,-0.20151432355244955,-0.20151432355244955,-0.21007347106933594,-0.21007347106933594,-0.19933867454528809,-0.19933867454528809,-0.19700860977172852,-0.19700860977172852,-0.21249926090240479,-0.21249926090240479,-0.20234417915344238,-0.20234417915344238,-0.21282458305358887,-0.21282458305358887,-0.19600021839141846,-0.19600021839141846,-0.20569145922758142
8,-0.45733392238616943,-0.45733392238616943,-0.4579966068267822,-0.4449540376663208,-0.4579966068267822,-0.4449540376663208,-0.47063982486724854,-0.47063982486724854,-0.4559260606765747,-0.4559260606765747,-0.463077187538147,-0.463077187538147,-0.453338623046875,-0.453338623046875,-0.44102203845977783,-0.44102203845977783,-0.46594512462615967,-0.46594512462615967,-0.4472290277481079,-0.4472290277481079,-0.45853209495544434,-0.45853209495544434,-0.4433443546295166,-0.4433443546295166,-0.4456300735473633,-0.4456300735473633,-0.4170011281967163,-0.4170011281967163,-0.4504275321960449,-0.4504275321960449,-0.44083070755004883,-0.44083070755004883,-0.45167001088460285,-0.45167001088460285,-0.45167001088460285,-0.44008612632751465,-0.44008612632751465,-0.45425987243652344,-0.45425987243652344,-0.4504890441894531,-0.4504890441894531,-0.44485747814178467,-0.44485747814178467,-0.45684099197387695,-0.45684099197387695,-0.432999849319458,-0.432999849319458,-0.4541233777999878,-0.4541233777999878,-0.4499751061809306
9,-0.24600565433502197,-0.24600565433502197,-0.20622777938842773,-0.21684038639068604,-0.20622777938842773,-0.21684038639068604,-0.21900105476379395,-0.21900105476379395,-0.19559180736541748,-0.19559180736541748,-0.22683930397033691,-0.22683930397033691,-0.21349918842315674,-0.21349918842315674,-0.20750010013580322,-0.20750010013580322,-0.22131812572479248,-0.22131812572479248,-0.19559550285339355,-0.19559550285339355,-0.2221888303756714,-0.2221888303756714,-0.2318429946899414,-0.2318429946899414,-0.22119176387786865,-0.22119176387786865,-0.17983341217041016,-0.17983341217041016,-0.18599653244018555,-0.18599653244018555,-0.2080022096633911,-0.2080022096633911,-0.20766703287760416,-0.20766703287760416,-0.20766703287760416,-0.19850051403045654,-0.19850051403045654,-0.2059938907623291,-0.2059938907623291,-0.19999933242797852,-0.19999933242797852,-0.20668423175811768,-0.20668423175811768,-0.22068798542022705,-0.22068798542022705,-0.2246873378753662,-0.2246873378753662,-0.2004988193511963,-0.2004988193511963,-0.2108582574494031
10,-0.4613475799560547,-0.4613475799560547,-0.456096887588501,-0.4749997854232788,-0.456096887588501,-0.4749997854232788,-0.4518245458602905,-0.4518245458602905,-0.45199334621429443,-0.45199334621429443,-0.45984578132629395,-0.45984578132629395,-0.4647260904312134,-0.4647260904312134,-0.4640035629272461,-0.4640035629272461,-0.4464998245239258,-0.4464998245239258,-0.4693399667739868,-0.4693399667739868,-0.4444988965988159,-0.4444988965988159,-0.4792894124984741,-0.4792894124984741,-0.46546781063079834,-0.46546781063079834,-0.4490000009536743,-0.4490000009536743,-0.41744422912597656,-0.41744422912597656,-0.4614994525909424,-0.4614994525909424,-0.4506094455718994,-0.4506094455718994,-0.4506094455718994,-0.4674046039581299,-0.4674046039581299,-0.45590639114379883,-0.45590639114379883,-0.4499315023422241,-0.4499315023422241,-0.43649935722351074,-0.43649935722351074,-0.4522233009338379,-0.4522233009338379,-0.43512141704559326,-0.43512141704559326,-0.4505736827850342,-0.4505736827850342,-0.45475312641688753
11,-0.22049951553344727,-0.22049951553344727,-0.20850765705108643,-0.2200031280517578,-0.20850765705108643,-0.2200031280517578,-0.21483266353607178,-0.21483266353607178,-0.2124927043914795,-0.2124927043914795,-0.21049511432647705,-0.21049511432647705,-0.2099461555480957,-0.2099461555480957,-0.21149981021881104,-0.21149981021881104,-0.20900046825408936,-0.20900046825408936,-0.20850026607513428,-0.20850026607513428,-0.20749986171722412,-0.20749986171722412,-0.21250104904174805,-0.21250104904174805,-0.19599390029907227,-0.19599390029907227,-0.18750250339508057,-0.18750250339508057,-0.1894984245300293,-0.1894984245300293,-0.2003253698348999,-0.2003253698348999,-0.20633252461751303,-0.20633252461751303,-0.20633252461751303,-0.2070000171661377,-0.2070000171661377,-0.2209404706954956,-0.2209404706954956,-0.19799911975860596,-0.19799911975860596,-0.21049988269805908,-0.21049988269805908,-0.20314693450927734,-0.20314693450927734,-0.22199904918670654,-0.22199904918670654,-0.20749998092651367,-0.20749998092651367,-0.2080686870886355
12,-0.451324462890625,-0.451324462890625,-0.4555751085281372,-0.46203315258026123,-0.4555751085281372,-0.46203315258026123,-0.47687089443206787,-0.47687089443206787,-0.4557086229324341,-0.4557086229324341,-0.4600001573562622,-0.4600001573562622,-0.45167386531829834,-0.45167386531829834,-0.46419215202331543,-0.46419215202331543,-0.44700002670288086,-0.44700002670288086,-0.47648751735687256,-0.47648751735687256,-0.4530000686645508,-0.4530000686645508,-0.44565868377685547,-0.44565868377685547,-0.5128488540649414,-0.5128488540649414,-0.43344545364379883,-0.43344545364379883,-0.42859137058258057,-0.42859137058258057,-0.4755133390426636,-0.4755133390426636,-0.4587109883626302,-0.4587109883626302,-0.4587109883626302,-0.45704853534698486,-0.45704853534698486,-0.47275352478027344,-0.47275352478027344,-0.4485006332397461,-0.4485006332397461,-0.4551585912704468,-0.4551585912704468,-0.45816707611083984,-0.45816707611083984,-0.469629168510437,-0.469629168510437,-0.4542245864868164,-0.4542245864868164,-0.4593254011504504
13,-0.21483206748962402,-0.21483206748962402,-0.21700000762939453,-0.2139568328857422,-0.21700000762939453,-0.2139568328857422,-0.21050143241882324,-0.21050143241882324,-0.20996463298797607,-0.20996463298797607,-0.21500146389007568,-0.21500146389007568,-0.2290332317352295,-0.2290332317352295,-0.20333707332611084,-0.20333707332611084,-0.21950066089630127,-0.21950066089630127,-0.23450028896331787,-0.23450028896331787,-0.21602559089660645,-0.21602559089660645,-0.2069997787475586,-0.2069997787475586,-0.21600043773651123,-0.21600043773651123,-0.18299996852874756,-0.18299996852874756,-0.18549859523773193,-0.18549859523773193,-0.2209988832473755,-0.2209988832473755,-0.21233288447062174,-0.21233288447062174,-0.21233288447062174,-0.21284019947052002,-0.21284019947052002,-0.21990668773651123,-0.21990668773651123,-0.2190951108932495,-0.2190951108932495,-0.20650112628936768,-0.20650112628936768,-0.21706736087799072,-0.21706736087799072,-0.21228086948394775,-0.21228086948394775,-0.20982837677001953,-0.20982837677001953,-0.21274163285080266
14,-0.4527463912963867,-0.4527463912963867,-0.47231340408325195,-0.46272194385528564,-0.47231340408325195,-0.46272194385528564,-0.47673535346984863,-0.47673535346984863,-0.4515000581741333,-0.4515000581741333,-0.45149755477905273,-0.45149755477905273,-0.46000003814697266,-0.46000003814697266,-0.4645291566848755,-0.4645291566848755,-0.460551381111145,-0.460551381111145,-0.4609546661376953,-0.4609546661376953,-0.4611092805862427,-0.4611092805862427,-0.44446003437042236,-0.44446003437042236,-0.460440993309021,-0.460440993309021,-0.4221982955932617,-0.4221982955932617,-0.4370003938674927,-0.4370003938674927,-0.46322381496429443,-0.46322381496429443,-0.461212952931722,-0.461212952931722,-0.461212952931722,-0.4684159755706787,-0.4684159755706787,-0.4561880826950073,-0.4561880826950073,-0.4667012691497803,-0.4667012691497803,-0.43674957752227783,-0.43674957752227783,-0.45400822162628174,-0.45400822162628174,-0.4474034309387207,-0.4474034309387207,-0.44812190532684326,-0.44812190532684326,-0.4559751286798594
15,-0.20849812030792236,-0.20849812030792236,-0.22485792636871338,-0.21892774105072021,-0.22485792636871338,-0.21892774105072021,-0.21099913120269775,-0.21099913120269775,-0.21499979496002197,-0.21499979496002197,-0.20849967002868652,-0.20849967002868652,-0.21800804138183594,-0.21800804138183594,-0.21650207042694092,-0.21650207042694092,-0.20099973678588867,-0.20099973678588867,-0.21658074855804443,-0.21658074855804443,-0.2124999761581421,-0.2124999761581421,-0.2240077257156372,-0.2240077257156372,-0.20950078964233398,-0.20950078964233398,-0.19449996948242188,-0.19449996948242188,-0.22522246837615967,-0.22522246837615967,-0.21400034427642822,-0.21400034427642822,-0.20180869102478027,-0.20180869102478027,-0.20180869102478027,-0.21004807949066162,-0.21004807949066162,-0.21351206302642822,-0.21351206302642822,-0.2130110263824463,-0.2130110263824463,-0.2144991159439087,-0.2144991159439087,-0.21400070190429688,-0.21400070190429688,-0.21342933177947998,-0.21342933177947998,-0.1974468231201172,-0.1974468231201172,-0.21213324215947366
